Date,Package Name,Daily Device Installs,Daily Device Uninstalls,Daily Device Upgrades,Total User Installs,Daily User Installs,Daily User Uninstalls,Active Device Installs,Install events,Update events,Uninstall events,Daily Average Rating,Total Average Rating,Daily Crashes,Daily ANRs
8/18/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12902,0,0,0,11662,20357,1062145,17361,23034,20593,3.2307,3.9262,214,176
8/19/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12045,0,0,0,10963,18660,1059049,16167,18325,18909,3.1904,3.9261,209,145
8/20/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12680,0,0,0,11517,18367,1057041,16650,14357,18521,3.923,3.9261,212,121
8/21/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12892,0,0,0,11807,18703,1052686,16760,11255,18933,3.7777,3.9261,179,129
8/22/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12301,0,0,0,11284,17754,1048342,15997,10766,17973,3.1578,3.9261,188,171
8/23/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12864,0,0,0,11792,18857,1044659,16951,8586,18967,3.2608,3.926,205,137
8/24/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,14770,0,0,0,13524,20783,1041090,19381,9065,20944,2.9444,3.926,226,115
8/25/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,14382,0,0,0,12987,20814,1037114,19088,11079,20967,3.2352,3.9259,211,128
8/26/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12312,0,0,0,11177,18197,1035458,16178,11447,18392,2.5625,3.9259,161,140
8/27/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12049,0,0,0,10959,17499,1032472,15694,10140,17664,3.4736,3.9258,151,133
8/28/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12119,0,0,0,11124,17391,1029788,15800,7857,17524,3.3636,3.9258,161,119
8/29/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12190,0,0,0,11035,17627,1027360,16023,6851,17802,3.7857,3.9258,160,119
8/30/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13473,0,0,0,12283,18659,1023834,17681,5537,18710,2.5555,3.9258,189,112
8/31/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,15412,0,0,0,14175,21075,1020446,20157,5407,21268,2.9444,3.9257,211,133
9/1/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13715,0,0,0,12482,19271,1016433,17776,5202,19398,2.9166,3.9257,250,160
9/2/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,11990,0,0,0,11004,17138,1013603,15543,4950,17272,3.5333,3.9257,258,143
9/3/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,11701,0,0,0,10794,16696,1012236,15174,5112,16766,3.1428,3.9256,188,121
9/4/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12053,0,0,0,11004,17023,1009766,15647,5928,17115,4,3.9256,178,115
9/5/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12197,0,0,0,11147,17532,1006725,15997,4964,17709,3.8888,3.9256,273,143
9/6/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13405,0,0,0,12194,18325,1003404,17497,3885,18481,3.1818,3.9256,369,129
9/7/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,14906,0,0,0,13608,20572,1000728,19737,3495,20751,3.375,3.9256,336,122
9/8/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13634,0,0,0,12459,18966,997233,17741,3587,19142,3.5,3.9255,313,116
9/9/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,11591,0,0,0,10578,16833,993948,15152,3865,16996,3.5,3.9255,214,121
9/10/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,11266,0,0,0,10307,15969,992059,14656,3915,16108,3.3636,3.9255,119,125
9/11/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12079,0,0,0,11020,16265,990342,15627,3717,16398,2.6923,3.9254,139,67
9/12/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12302,0,0,0,11244,17090,986973,15989,3264,17171,4.409,3.9255,108,94
9/13/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13707,0,0,0,12490,18150,983066,17780,2603,18189,3.3529,3.9254,94,106
9/14/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,16988,0,0,0,15695,21100,979389,21914,2533,21266,3.5833,3.9254,139,110
9/15/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,16516,0,0,0,15180,21348,974083,21358,2340,21519,3.1666,3.9254,140,126
9/16/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,14164,0,0,0,12957,19358,969194,18208,2333,19600,3.9375,3.9254,117,123
9/17/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12661,0,0,0,11607,17553,965243,16336,2390,17571,3.1578,3.9253,92,124
9/18/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12489,0,0,0,11408,17002,960473,16078,2352,17121,3,3.9253,84,91
9/19/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,12636,0,0,0,11539,17303,957369,16141,2390,17385,3.3333,3.9253,32,45
9/20/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,13581,0,0,0,12576,18134,953382,17366,2435,18337,3.7058,3.9252,88,97
9/21/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,16548,0,0,0,15231,20663,951140,20958,2168,20896,2.9473,3.9252,122,112
9/22/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,15267,0,0,0,14069,19274,947784,19161,2097,19448,2.8461,3.9251,140,126
9/23/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,14709,0,0,0,13701,17636,946454,18272,2151,17781,3.5,3.9251,107,126
9/24/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,15256,0,0,0,14182,18133,945520,18904,2242,18230,3.7857,3.9251,122,118
9/25/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19863,0,0,0,18489,20771,947852,24442,2436,20954,3.3529,3.9251,122,125
9/26/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20106,0,0,0,18636,22305,947505,25114,2465,22497,3.0588,3.925,147,120
9/27/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21001,0,0,0,19564,23585,946938,26549,3234,23797,4.3499,3.925,124,150
9/28/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27156,0,0,0,25367,28003,950397,33266,2873,28226,3.2083,3.925,126,149
9/29/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22445,0,0,0,20908,25511,948952,27918,2878,25693,3.2727,3.925,149,164
9/30/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20351,0,0,0,19076,23198,949046,25285,3125,23306,3.6086,3.9249,108,177
10/1/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23504,0,0,0,21995,25757,950727,29012,2897,25943,2.8421,3.9249,123,123
10/2/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21245,0,0,0,19631,24990,950874,26419,2927,25087,3.75,3.9248,133,177
10/3/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19459,0,0,0,18032,2133,950343,24302,3417,23452,2.9599,3.9248,126,127
10/4/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21578,0,0,0,20182,21452,950200,26540,3429,21640,3.4814,3.9247,123,129
10/5/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23161,0,0,0,21582,26492,950329,28845,2566,26726,3.5925,3.9247,151,141
10/6/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22113,0,0,0,20496,25389,950142,27396,2214,25595,3.0476,3.9246,164,139
10/7/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19313,0,0,0,17968,22818,948497,23943,2100,22918,3.1052,3.9246,127,152
10/8/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20192,0,0,0,18811,23092,948935,24998,1934,23239,3.5499,3.9246,128,140
10/9/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20729,0,0,0,19309,23696,949384,25893,2687,23843,3,3.9245,103,141
10/10/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23058,0,0,0,21442,26093,950525,28641,2758,26335,3.5652,3.9245,131,148
10/11/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,24045,0,0,0,22299,27572,949985,29973,2310,27822,3.75,3.9244,150,188
10/12/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21861,0,0,0,20268,26786,946344,27327,1772,27059,3.2608,3.9244,189,155
10/13/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20098,0,0,0,18586,24724,944968,24943,1677,24955,4.3333,3.9244,165,159
10/14/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,17829,0,0,0,16480,22282,942820,22364,1715,22517,3.3157,3.9244,131,146
10/15/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,17009,0,0,0,15701,21591,939283,21256,1531,21752,3.3999,3.9243,129,135
10/16/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,18424,0,0,0,17119,21903,939412,22925,1723,22026,3.6363,3.9243,130,116
10/17/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19385,0,0,0,18082,22395,939243,23817,1816,22578,3.3529,3.9243,126,129
10/18/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20529,0,0,0,19194,23536,938711,25370,1473,23671,2.5555,3.9242,130,168
10/19/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25728,0,0,0,24040,27456,940645,31560,1447,27646,3.2142,3.9242,144,140
10/20/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22103,0,0,0,20543,25365,940216,27210,1352,25579,3.5416,3.9242,175,160
10/21/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19417,0,0,0,18194,22268,940149,23832,1393,22418,3.2631,3.9241,132,122
10/22/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,19137,0,0,0,17922,21988,940245,23409,1444,22234,2.5,3.924,127,122
10/23/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,18951,0,0,0,17553,22080,939435,23401,1523,22267,2.6315,3.924,175,131
10/24/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21987,0,0,0,20492,23925,940522,26821,1506,24085,3.1666,3.9239,132,166
10/25/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22736,0,0,0,21181,25508,941895,28016,1449,25568,3.1428,3.9239,113,135
10/26/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26750,0,0,0,25121,28737,944808,32800,1628,28897,3.7419,3.9238,177,152
10/27/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25289,0,0,0,23710,27566,947072,31060,1445,27746,3.5666,3.9238,166,169
10/28/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21283,0,0,0,19893,24792,945294,26225,1545,24962,3.4666,3.9238,138,137
10/29/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25647,0,0,0,23998,26645,946929,31383,1658,26829,3,3.9237,132,155
10/30/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26333,0,0,0,24648,28960,946940,32689,1843,29125,3.2352,3.9242,129,166
10/31/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27129,0,0,0,25329,28696,947869,33302,2159,28968,3.08,3.9241,146,180
11/1/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,30639,0,0,0,28720,32485,950589,37422,1891,32622,3.1515,3.9235,157,210
11/2/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,32358,0,0,0,30247,34827,954299,39874,1799,35057,3.5172,3.9235,178,201
11/3/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,32510,0,0,0,30450,34724,958238,39651,1572,34868,3.8823,3.9235,201,206
11/4/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28117,0,0,0,26372,30278,960440,34262,1424,30486,3.4444,3.9235,163,150
11/5/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28393,0,0,0,26779,30701,957886,34590,1375,30989,3.3999,3.9234,171,188
11/6/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27851,0,0,0,26029,30762,959784,34115,1310,31023,3.875,3.9234,162,207
11/7/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27486,0,0,0,25678,31230,957590,33847,1278,31398,3.3928,3.9234,174,168
11/8/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29164,0,0,0,27396,33193,956484,36051,1154,33414,3.0833,3.9233,174,183
11/9/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,32403,0,0,0,30252,36304,956014,40128,1145,36556,3.5833,3.9233,216,228
11/10/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28663,0,0,0,26893,32582,957285,35331,1180,32810,3.4347,3.9232,169,229
11/11/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27192,0,0,0,25585,30106,958449,33174,1033,30252,3.45,3.9232,140,159
11/12/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27389,0,0,0,25732,29847,956870,33486,1146,29915,3.2,3.9231,157,200
11/13/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26845,0,0,0,25266,30090,951609,32857,1118,30268,3.6086,3.9231,135,166
11/14/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29269,0,0,0,27497,32639,951504,35972,1090,32780,2.9047,3.923,165,158
11/15/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,30332,0,0,0,28629,33134,951377,37098,1020,33380,3.3333,3.923,190,175
11/16/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33914,0,0,0,31831,36269,954907,41662,876,36469,2.9473,3.9229,167,178
11/17/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,30670,0,0,0,28728,33220,957560,37336,880,33541,3.2692,3.9238,186,194
11/18/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27892,0,0,0,26209,30625,958691,34067,881,30802,3.4761,3.9237,200,209
11/19/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28344,0,0,0,26651,30834,961433,34647,915,31084,3.2083,3.9237,185,182
11/20/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28812,0,0,0,27098,31471,960787,35070,1096,31657,3.6538,3.9237,193,189
11/21/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28250,0,0,0,26565,31296,962703,34431,946,31536,2.8076,3.9236,168,153
11/22/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29810,0,0,0,28128,32917,952928,36468,830,33149,3.2173,3.9236,209,194
11/23/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,34300,0,0,0,32216,37176,949488,41956,1013,37407,3.5,3.9236,208,178
11/24/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,30736,0,0,0,28896,34151,943625,37370,881,34236,4,3.9236,217,255
11/25/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28531,0,0,0,26821,31024,941310,34646,800,31268,3.7096,3.9236,156,190
11/26/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29063,0,0,0,27320,31754,943784,35342,851,31883,3.3461,3.9235,171,189
11/27/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28746,0,0,0,27146,31319,938417,34824,873,31542,3.303,3.9235,170,166
11/28/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29111,0,0,0,27506,31724,935760,35345,866,31877,3.8666,3.9235,149,164
11/29/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31393,0,0,0,29535,34173,932004,37850,916,34426,3.8148,3.9235,190,183
11/30/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,38198,0,0,0,35819,40434,931909,46568,866,40625,3.7428,3.9234,242,192
12/1/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33736,0,0,0,31735,36553,933717,40908,777,36719,3.4814,3.9241,208,239
12/2/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29997,0,0,0,28179,33384,930928,36663,833,33452,3.5263,3.9241,183,217
12/3/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29949,0,0,0,28160,33459,927292,36555,897,33687,3.9444,3.9241,193,180
12/4/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29270,0,0,0,27699,33164,924798,35488,801,33360,3.45,3.924,211,189
12/5/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,30616,0,0,0,28985,33802,924455,37032,715,33985,2.8888,3.924,231,215
12/6/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,34016,0,0,0,32045,36427,927230,41231,706,36733,3.0689,3.9239,249,233
12/7/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,38861,0,0,0,36744,41406,931088,47407,632,41730,3.6551,3.9239,244,206
12/8/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,35105,0,0,0,32993,37428,932918,42449,623,37685,3.4857,3.9239,209,248
12/9/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28677,0,0,0,27172,33177,930835,34967,664,33491,2.909,3.9238,207,205
12/10/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25746,0,0,0,24292,30849,930587,31609,740,31098,3.3428,3.9237,176,201
12/11/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25897,0,0,0,24383,30684,930427,31535,714,30897,3.1764,3.9237,179,231
12/12/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25414,0,0,0,23865,30469,929824,31273,669,30728,3.7647,3.9237,170,214
12/13/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25986,0,0,0,24401,31332,927380,31779,584,31614,3.625,3.9237,172,224
12/14/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29229,0,0,0,27337,34389,925623,35886,565,34583,3.7333,3.9236,203,198
12/15/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27516,0,0,0,25893,31529,925518,33423,461,31825,3.0833,3.9236,202,200
12/16/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25911,0,0,0,24470,29589,925899,31515,515,29794,3.3103,3.9235,183,198
12/17/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26757,0,0,0,25199,30171,926879,32441,529,30402,3.4285,3.9235,171,214
12/18/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26412,0,0,0,25048,30394,925638,32127,555,30605,3.25,3.9235,186,192
12/19/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26928,0,0,0,25332,30835,926428,32787,496,31006,3.4285,3.9234,160,172
12/20/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29226,0,0,0,27652,32852,928024,35787,496,33054,3.5714,3.9234,214,254
12/21/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,34484,0,0,0,32528,37501,931534,42012,525,37698,3.4074,3.9234,231,197
12/22/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33085,0,0,0,31133,35834,933981,39900,515,36033,3.5588,3.9233,208,228
12/23/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31332,0,0,0,29656,34938,935939,37967,498,35171,3.6842,3.9233,195,206
12/24/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33074,0,0,0,31113,37159,937240,40394,522,37388,3.72,3.9233,212,233
12/25/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33911,0,0,0,31761,36868,940847,40868,586,37170,3.0322,3.9232,200,248
12/26/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33861,0,0,0,31975,36973,940059,40829,616,37099,3.4615,3.9232,236,271
12/27/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,36102,0,0,0,34123,38990,940874,43486,597,39205,3.04,3.9231,268,244
12/28/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,37140,0,0,0,35041,40591,943869,45168,624,40831,3.9285,3.9231,245,281
12/29/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,35315,0,0,0,33361,38976,946004,42683,557,39327,3.5294,3.9231,228,283
12/30/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,34910,0,0,0,32933,38036,947314,42196,696,38297,3.7333,3.9231,202,264
12/31/2024,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33570,0,0,0,31786,37720,948980,40943,623,38012,2.3913,3.923,230,253
1/1/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,32700,0,0,0,30903,36127,951122,39524,604,36334,3.1304,3.9229,242,246
1/2/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31243,0,0,0,29572,35801,950613,37823,636,36034,3.3076,3.9228,218,255
1/3/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31315,0,0,0,29647,35721,950887,37947,622,36078,3.9285,3.9228,216,278
1/4/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33110,0,0,0,31373,36930,952864,40209,601,37250,3.7307,3.9228,219,225
1/5/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31299,0,0,0,29522,35519,954131,37872,553,35719,2.8275,3.9227,225,287
1/6/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28532,0,0,0,27006,33042,952493,34608,558,33328,4.1428,3.9227,255,220
1/7/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28353,0,0,0,26850,32459,953000,34426,562,32685,3.3103,3.9227,203,204
1/8/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28540,0,0,0,27035,32242,952823,34479,497,32466,2.85,3.9226,196,198
1/9/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28159,0,0,0,26548,32378,950046,34255,440,32678,3,3.9225,236,205
1/10/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,29349,0,0,0,27697,34321,949779,35934,444,34519,3.5499,3.9225,208,209
1/11/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,33016,0,0,0,31009,37358,951998,40755,432,37675,3.4827,3.9225,226,220
1/12/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,31412,0,0,0,29553,35774,953404,38422,420,35969,3.2962,3.9224,227,231
1/13/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28055,0,0,0,26264,33402,951770,34468,420,33687,3.7142,3.9224,190,215
1/14/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26037,0,0,0,24398,31656,950388,31871,433,31960,3.4333,3.9224,155,209
1/15/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26151,0,0,0,24497,31169,947720,31926,412,31360,3.5238,3.9223,188,175
1/16/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26236,0,0,0,24626,32054,945301,32226,360,32293,3.5,3.9223,198,218
1/17/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26903,0,0,0,25232,32480,944117,33134,376,32661,3.375,3.9223,190,183
1/18/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27912,0,0,0,26099,33925,942071,34459,390,34180,3.0384,3.9222,177,246
1/19/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25284,0,0,0,23634,30483,939176,31095,382,30685,2.7999,3.9221,187,217
1/20/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22675,0,0,0,21290,28051,935511,27781,387,28283,3.3157,3.9221,170,167
1/21/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22594,0,0,0,21276,27577,932753,27772,327,27759,3.2,3.9221,177,142
1/22/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,24437,0,0,0,22843,28530,932034,29895,370,28734,2.6428,3.922,168,180
1/23/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,24924,0,0,0,23359,28908,931239,30425,357,29128,3.2999,3.922,247,183
1/24/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26309,0,0,0,24729,30164,930310,32163,327,30384,3.0625,3.9219,210,187
1/25/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,27391,0,0,0,25616,32176,929363,33726,320,32416,3.4545,3.9231,227,192
1/26/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26251,0,0,0,24643,30945,929340,32243,370,31210,3.1923,3.9231,208,191
1/27/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23188,0,0,0,21690,28082,928118,28420,352,28261,3.1904,3.9229,157,178
1/28/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22972,0,0,0,21597,27894,925852,28028,350,28091,3.0526,3.9229,158,146
1/29/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22699,0,0,0,21339,27645,924320,27908,405,27908,3.2631,3.9229,179,155
1/30/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23060,0,0,0,21646,27911,923370,28444,349,28091,3,3.9228,158,142
1/31/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,24798,0,0,0,23182,29797,923089,30732,323,30020,2.8846,3.9227,183,174
2/1/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28154,0,0,0,26406,32628,924149,34791,359,32862,3.421,3.9215,201,222
2/2/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,26235,0,0,0,24629,30588,922972,31907,377,30785,3.1851,3.9214,193,199
2/3/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23347,0,0,0,21899,27927,921008,28579,351,28075,3.3571,3.9214,173,172
2/4/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22921,0,0,0,21548,27886,919730,28036,353,28059,4.0499,3.9214,171,149
2/5/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22066,0,0,0,20762,26969,918683,26965,336,27200,3.4285,3.9214,152,121
2/6/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,21057,0,0,0,19756,26003,916772,25712,327,26162,3.1499,3.9213,164,134
2/7/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,24174,0,0,0,22804,28134,915280,29715,346,28245,3.5882,3.9213,188,183
2/8/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,28975,0,0,0,27185,32628,915550,35585,315,32833,3.0833,3.9213,182,177
2/9/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,25957,0,0,0,24386,30206,914414,31825,330,30432,3.3809,3.9213,168,158
2/10/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22964,0,0,0,21568,27842,912862,28242,355,27977,3.6842,3.9213,224,169
2/11/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22231,0,0,0,20695,27266,911651,27297,276,27372,2.909,3.9212,168,172
2/12/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,20948,0,0,0,19589,25787,909306,25739,295,25996,3.4782,3.9212,147,157
2/13/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,22046,0,0,0,20632,26672,907577,27043,301,26845,3.6875,3.9212,176,144
2/14/2025,com.SGS.DrivingSchoolGames.RealCarParkingSimulator,23023,0,0,0,21547,28011,906355,28518,260,28231,4.2631,3.9212,161,150
